title,Vendor,price,rating,weight,dimension,delivery_time,delivery cost,review
Darkbuck Canvas Tote Bag For Women & Man Vintage books printed Aesthetic Shoulder Zipper Lock bag Wht,PrintKOOV,349 rupees ,4.1 out of 5,300 g,23x21x4 cm,51 hours,79 rupees ,37 ratings
"Elecart Stylish Tote Bags for Women with Zip, College Bag for Girls, Tote Bag for Shopping, Multi-Purpose Bag Carry Bag, Reusable Bag Shopping Bag, Travel & beach bags for Teenagers",Elecart,499 rupees ,4.1 out of 5,380 g,38x33x9 cm,51 hours,79 rupees ,"2,132 ratings"
LEGAL BRIBE Front Strap Crock Tote Bag,Cocoblu Retail,589 rupees ,4.0 out of 5,400 g,33x10x25 cm,123 hours,40 rupees ,"12,064 ratings"
Lavie Women's Tonal Kelly Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1399 rupees ,4.4 out of 5,380 g,38x33x9 cm,123 hours,40 rupees ,"2,441 ratings"
"MASQ by Q-one Handcrafted Canvas Embroidered Large Tote Bags for Women with Zip, College Bag for Girls, 100% Organic Cotton Tote Bag for Traveling & Daily Use",Q-One,449 rupees ,4.2 out of 5,160 g,36x41x3 cm,147 hours,40 rupees ,"1,315 ratings"
Miraggio Sophie Solid Tote Bag for Women,Miraggio Lifestyles Private Limited,1698 rupees ,4.0 out of 5,200 g,39x12x39 cm,51 hours,79 rupees ,3 ratings
Lavie Women's Liz Jenny 3c Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1749 rupees ,3.6 out of 5,600 g,29x13x37 cm,75 hours,40 rupees ,121 ratings
"DANIOO Canvas Reusable Cloth Tote Bag With Zipper and Inner Pocket For Women and Girls, Travel/Beach/Gift/College Tote bag Pack Of 1 (Black)",DANIOO,309 rupees ,4.2 out of 5,300 g,34x1x38 cm,51 hours,79 rupees ,89 ratings
PALAY® Canvas Tote Bag Large Bookbag Creative Butterfly Print Tote Bag Zip Lock Grocery Bag Shopping Bag Reusable and Washable Canvas Hand Bag for Girls Women,WeBanga,492 rupees ,4.3 out of 5,160 g,34x30x1 cm,51 hours,79 rupees ,160 ratings
"DOODLE Premium Canvas Tote Bag for Women with Zip and Inner Pocket for Shopping, Office, Travel and Daily Use",Doodle Collection Pvt Ltd,499 rupees ,4.2 out of 5,380 g,38x33x9 cm,99 hours,40 rupees ,"12,064 ratings"
"UpTown Folks Artistic Tote Bag, Vincent Van Gogh Canvas Tote Bag, Sunflower Tote Bag, zipper & a pocket, women & girls, college & office bag",UpTown Folks,389 rupees ,4.0 out of 5,240 g,158x8x158 cm,75 hours,40 rupees ,58 ratings
"The Purple Tree Oversized Tote Bag For Women, Floral Tote Bags for Women with Zip, College Bag for Girls, Tote Bag for Traveling & Daily Use, Gifts for Women, Large Capacity Handbag",The Purple Tree,799 rupees ,4.0 out of 5,450 g,433x13x30 cm,99 hours,40 rupees ,"5,794 ratings"
Fastrack Tan College Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,879 rupees ,4.1 out of 5,380 g,38x33x9 cm,75 hours,40 rupees ,157 ratings
Van Heusen Quinn,Cocoblu Retail,2059 rupees ,5.0 out of 5,700 g,29x13x26 cm,51 hours,79 rupees ,553 ratings
Fastrack Ivory Black College Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,1291 rupees ,4.7 out of 5,350 g,285x105x105 cm,51 hours,79 rupees ,274 ratings
MOKOBARA The Astrid Tote Vegan Leather Oversized Black Tote Bag for Women,MOKOBARA LIFESTYLE PRIVATE LIMITED,5999 rupees ,5.0 out of 5,380 g,38x33x9 cm,75 hours,40 rupees ,179 ratings
Lavie Women's Pavo Tote Bag | Ladies Purse Handbag,Cocoblu Retail,899 rupees ,4.1 out of 5,800 g,40x14x32 cm,99 hours,40 rupees ,438 ratings
Clapcart Zipper Tote Bag for Women | Printed Multipurpose Poly-Cotton Bags | Cute Hand Bag With Zip for Girls (A Bookworms Belongings Print),Clapcart,265 rupees ,2.0 out of 5,150 g,38x33x9 cm,75 hours,40 rupees ,146 ratings
Lavie Women's Box Sherry Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1499 rupees ,4.4 out of 5,450 g,43x125x275 cm,51 hours,79 rupees ,"7,403 ratings"
HOMESY HUES Tote Bags For Women | Aesthetic College Bag for Girls | Cute Printed Women's Cotton Canvas Bags | Boho Eco Friendly Cloth Handbags with zip | Large Stylish Totes for Beach/Travel,HOMESY HUES,699 rupees ,4.8 out of 5,280 g,3683x762x4064 cm,51 hours,79 rupees ,922 ratings
ASTRID Cotton Tote Bags,Cocoblu Retail,698 rupees ,4.0 out of 5,470 g,40x12x35 cm,123 hours,40 rupees ,456 ratings
Lavie Women's Tula Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1839 rupees ,5.0 out of 5,550 g,32x12x275 cm,51 hours,79 rupees ,10 ratings
Lavie Women's Tonal Hailon Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1549 rupees ,4.6 out of 5,490 g,30x14x42 cm,123 hours,40 rupees ,712 ratings
"DailyObjects Women's Tote Bag | Spacious, Stylish, Sturdy Handbag with Zip closure | Made of Finest Poly Canvas Material | For Daily and Office Use (Multicolor)",Firki Wholesale,1349 rupees ,4.1 out of 5,380 g,38x33x9 cm,75 hours,40 rupees ,"2,046 ratings"
Van Heusen Quinn,Cocoblu Retail,2059 rupees ,5.0 out of 5,700 g,29x13x26 cm,99 hours,40 rupees ,188 ratings
Fastrack Tan College Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,879 rupees ,4.1 out of 5,500 g,35x105x35 cm,99 hours,40 rupees ,"22,673 ratings"
Fastrack Ivory Black College Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,1291 rupees ,4.7 out of 5,350 g,285x105x105 cm,75 hours,40 rupees ,368 ratings
"DOODLE Premium Canvas Tote Bag for Women with Zip and Inner Pocket for Shopping, Office, Travel and Daily Use",Doodle Collection Pvt Ltd,499 rupees ,4.2 out of 5,160 g,43x38x1 cm,123 hours,40 rupees ,120 ratings
Clapcart Zipper Tote Bag for Women | Printed Multipurpose Poly-Cotton Bags | Cute Hand Bag With Zip for Girls (A Bookworms Belongings Print),Clapcart,265 rupees ,2.0 out of 5,150 g,38x33x9 cm,51 hours,79 rupees ,3 ratings
Lavie Women's Pavo Tote Bag | Ladies Purse Handbag,Cocoblu Retail,899 rupees ,4.1 out of 5,800 g,40x14x32 cm,51 hours,79 rupees ,507 ratings
"MTREON Handmade Quilted Tote Bag Market bag beautiful flowers prints bags pockets Bridesmaid tote bag | Capsule Wardrobe | Wedding, Graduation Gift",Textile Work Creations,699 rupees ,4.1 out of 5,380 g,38x33x9 cm,13 hours,119 rupees ,17 ratings
HOMESY HUES Tote Bags For Women | Aesthetic College Bag for Girls | Cute Printed Women's Cotton Canvas Bags | Boho Eco Friendly Cloth Handbags with zip | Large Stylish Totes for Beach/Travel,HOMESY HUES,599 rupees ,4.8 out of 5,280 g,3683x762x4064 cm,51 hours,79 rupees ,1 rating
MOKOBARA The Astrid Tote Vegan Leather Oversized Black Tote Bag for Women,MOKOBARA LIFESTYLE PRIVATE LIMITED,5999 rupees ,5.0 out of 5,1000 g,48x16x30 cm,99 hours,40 rupees ,2 ratings
Namjooning BTS Aesthetic Tote Bag for Men and Women | Shoulder Handbags for Travelling & Daily Use,The Korhean Store,349 rupees ,4.1 out of 5,380 g,38x33x9 cm,99 hours,40 rupees ,922 ratings
Lavie Women's Box Sherry Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1499 rupees ,4.4 out of 5,450 g,43x125x275 cm,75 hours,40 rupees ,456 ratings
Lavie Women's Box Sherry Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1499 rupees ,4.5 out of 5,450 g,43x125x275 cm,51 hours,79 rupees ,37 ratings
"DailyObjects Women's Tote Bag | Spacious, Stylish, Sturdy Handbag with Zip closure | Made of Finest Poly Canvas Material | For Daily and Office Use (Multicolor)",Firki Wholesale,1349 rupees ,4.1 out of 5,380 g,38x33x9 cm,123 hours,40 rupees ,10 ratings
Lavie Women's Tonal Hailon Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1549 rupees ,4.6 out of 5,490 g,30x14x42 cm,75 hours,40 rupees ,"1,055 ratings"
Lavie Women's Tula Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1839 rupees ,5.0 out of 5,550 g,32x12x275 cm,51 hours,79 rupees ,712 ratings
"MC SID RAZZ Friends TV Series - Design Large Canvas Handbags for Women | Tote Bag for Grocery, Shopping | Shoulder Bags for Women-Officially Licensed By Warner Bros",MC Sid Razz,499 rupees ,3.8 out of 5,120 g,4064x3556x051 cm,75 hours,40 rupees ,"2,046 ratings"
Prakriti Maitri Shopping Cotton Plain Tote Bags 14/16 inch with Long Handles| Grocery Bag | 15 kg Carrying Capacity | Unisex | Easy to Wash | Professionally Stitched | Pack of 10,Prakriti Maitri Jute Bags,599 rupees ,3.2 out of 5,480 g,35x25x40 cm,51 hours,79 rupees ,279 ratings
"MASQ by Q-One Embroidered Denim Tote Bags for Women with Zip, College Bag for Girls, 100% Organic Cotton Tote Bag for Traveling & Daily Use | Stylish Gifts for Women and Girl",Q-One,349 rupees ,4.6 out of 5,150 g,36x36x10 cm,99 hours,40 rupees ,188 ratings
"Eco Right Tote Bags for Women & Men Big Size, Large Canvas Tote Bags for Shopping, Weekend Travel, College",EcoRight,799 rupees ,3.9 out of 5,350 g,34x15x44 cm,75 hours,40 rupees ,368 ratings
"Ecodott Women’s Cotton Tote Bag with Zipper & Pockets | Casual Shoulder Handbag | 100% Organic Cotton Canvas Tote Bag for School, College, Work & Daily Use",Ecodott,309 rupees ,5.0 out of 5,300 g,36x85x36 cm,75 hours,40 rupees ,58 ratings
Fastrack Maroon Tote Bag For Women,PRIMESPOT RETAIL PRIVATE LIMITED,672 rupees ,4.1 out of 5,410 g,295x125x23 cm,51 hours,79 rupees ,3 ratings
THE CLOWNFISH Percy Printed Handicraft Fabric Handbag for Women Office Bag Ladies Shoulder Bag Tote For Women College Girls,GlobalBees Brands RN,1200 rupees ,4.1 out of 5,620 g,35x14x30 cm,51 hours,79 rupees ,1 rating
Clapcart Black Canvas Tote Bag for Women | Printed Multipurpose Cotton Bags | Cute Hand Bag for Girls (Positive Vibes Only Print),Clapcart,255 rupees ,3.9 out of 5,150 g,38x33x9 cm,75 hours,40 rupees ,745 ratings
Caprese POPSICLE T Large,VIP INDUSTRIES LIMITED,1076 rupees ,3.5 out of 5,450 g,38x12x36 cm,51 hours,79 rupees ,3 ratings
ZOUK Printed Women Jute Vegan Leather Office Tote Bag for Ladies With Laptop Compartment,Cocoblu Retail,1759 rupees ,4.4 out of 5,600 g,387x102x292 cm,75 hours,40 rupees ,"59,195 ratings"
"MASQ by Q-One Embroidered Canvas Tote Bags for Women with Zip, College Bag for Girls, 100% Organic Cotton Tote Bag for Traveling & Daily Use | Stylish Gifts for Women and Girl",Q-One,299 rupees ,3.9 out of 5,230 g,3556x762x3556 cm,123 hours,40 rupees ,820 ratings
"NFI essentials Tote Bags for Women with Zip, Handy Foldable Shopping Bag for Girls, Stylish Canvas Handbag Shoulder Carry Bag",Ayaha Enterprises Pvt Ltd,499 rupees ,3.5 out of 5,164 g,36x10x36 cm,75 hours,40 rupees ,405 ratings
ZOUK Tote Bags for Women - Handmade Bags for Daily Use - Vegan Leather Handbags with Double Handle - Printed Totes for Women,Cocoblu Retail,1152 rupees ,4.3 out of 5,380 g,38x33x9 cm,51 hours,79 rupees ,538 ratings
"DailyObjects Women's Tote Bag | Spacious, Stylish, Sturdy Handbag with Zip closure | Made of Finest Vegan Leather Material| For Daily and Office Use",Firki Wholesale,1349 rupees ,4.2 out of 5,380 g,38x33x9 cm,51 hours,79 rupees ,504 ratings
Carrylux Large Capacity Croco Pattern Tote Handbag Shoulder Bag Ladies Purses For Women,Carrylux,499 rupees ,3.8 out of 5,380 g,38x33x9 cm,51 hours,79 rupees ,251 ratings
"The Purple Tree Fatty Tote Bag For Women, Women Fatty Tote Bag, Handbag, Women Handbag, Women Bag, Handbag for Women, Women's Tote, Gift For Women F",The Purple Tree,799 rupees ,4.1 out of 5,270 g,4479x411x14 cm,75 hours,40 rupees ,444 ratings
"Metsi Canvas Tote Bags for Women with internal Zipper, College Bag for Girls, 100% Organic Cotton Tote Bag for Traveling & Daily Use totes Shopping Shoulder Bag",PAVAN-ENTERPRISE,249 rupees ,2.5 out of 5,100 g,38x33x53 cm,51 hours,79 rupees ,578 ratings
"Ecoright Canvas Tote Bags for Women with Zip, College Bag for Girls, 100% Organic Cotton Tote Bag for Shopping, Travel & beach bags for women",EcoRight,499 rupees ,4.1 out of 5,380 g,38x33x9 cm,99 hours,40 rupees ,62 ratings
"Glowic Large Women with Zip, Stylish Cotton Handbags, Canvas Tote Bags for College(WBAG-68) (Multicolor)",Cocoblu Retail,399 rupees ,3.8 out of 5,399 g,42x14x43 cm,51 hours,79 rupees ,"6,564 ratings"
Lavie Women's Herrington Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1299 rupees ,4.0 out of 5,450 g,43x14x29 cm,99 hours,40 rupees ,7 ratings
Harry Kritz Vertical Stylish 2 Pocket Tote Bag 100% Organic Cotton Canvas Tote for College & Daily Use,HarryKritz,630 rupees ,4.3 out of 5,380 g,39x37x8 cm,75 hours,40 rupees ,519 ratings
"MASQ by Q-one Embroidered Large Tote Bag for Women,Tote Bag for Girls, Designer Stylish Cotton Handbags, Canvas Tote Bags for College",Q-One,699 rupees ,4.8 out of 5,380 g,38x33x9 cm,75 hours,40 rupees ,"3,754 ratings"
Glowic womens Canvas Bags for Women |Canvas Tote Handbags |Casual Shoulder Work Bag |Crossbody Bag(WBAG-43) Multicolour,Cocoblu Retail,499 rupees ,3.5 out of 5,250 g,35x10x35 cm,75 hours,40 rupees ,157 ratings
Fastrack Navy Nautical Stripes College Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,747 rupees ,4.1 out of 5,150 g,35x1x1 cm,75 hours,40 rupees ,"1,367 ratings"
"Ecoright Tote Bags for Women, 100% Organic Canvas Tote Bags for Women, Premium Tote Bag with Zip for College, Travel, Shopping",EcoRight,419 rupees ,4.2 out of 5,270 g,4064x1016x3683 cm,51 hours,79 rupees ,190 ratings
Denim Tote Bag,BTS Break The Style,699 rupees ,4.8 out of 5,380 g,38x33x9 cm,123 hours,40 rupees ,2 ratings
"Taha.mark Women's Printed Synthetic Leather Tote Bag for Office, College and Party (Black)",CHILHIL,689 rupees ,5.0 out of 5,380 g,38x33x9 cm,75 hours,40 rupees ,382 ratings
ZOUK Women Handcrafted vegan leather Tote Bag,Cocoblu Retail,1152 rupees ,4.3 out of 5,600 g,483x102x305 cm,75 hours,40 rupees ,672 ratings
"HUGGI Faux Leather Purse and hand Bag for women tote bags for women office use, Travel & Shoulder Bag | Stylish buckle on bag & Multi pocket",SHOPOMALL_,1699 rupees ,4.8 out of 5,600 g,28x13x25 cm,51 hours,79 rupees ,9 ratings
Bagsy Malone Women's Vegan Leather Stylish Tote Bag | Pack of 5 | Ladies Purse Handbag | Womens Day Gift,Cocoblu Retail,509 rupees ,3.7 out of 5,450 g,33x8x28 cm,75 hours,40 rupees ,9 ratings
Fastrack Printed White Large Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,1206 rupees ,3.9 out of 5,200 g,51x15x35 cm,51 hours,79 rupees ,27 ratings
THE CLOWNFISH Valentine Printed Handicraft Fabric & Faux Leather Handbag for Women Office Bag Ladies Shoulder Bag Tote for Women College Girls (Multicolour-Hexagon Design),GlobalBees Brands RN,860 rupees ,3.8 out of 5,440 g,27x11x26 cm,123 hours,40 rupees ,235 ratings
Fastrack Malachite Green Tall Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,1099 rupees ,4.0 out of 5,450 g,29x11x31 cm,51 hours,79 rupees ,"11,552 ratings"
Prakriti Maitri Shopping Cotton Plain Tote Bags 14/16 inch with Long Handles| Grocery Bag | 15 kg Carrying Capacity | Unisex | Easy to Wash | Professionally Stitched | Pack of 10,Prakriti Maitri Jute Bags,599 rupees ,3.2 out of 5,480 g,35x25x40 cm,147 hours,40 rupees ,34 ratings
maisha Women's Moroccan Madness Box Bag (SMALL),Maisha Lifestyle,1649 rupees ,1.0 out of 5,380 g,38x33x9 cm,75 hours,40 rupees ,232 ratings
LEGAL BRIBE Textured Tote Bag Combo Of 4,LGBR Fashion Private Limited,735 rupees ,3.4 out of 5,900 g,35x9x27 cm,75 hours,40 rupees ,553 ratings
"Taha.mark Women's Printed Synthetic Leather Tote Bag for Office, College and Party (Black)",CHILHIL,689 rupees ,5.0 out of 5,380 g,38x33x9 cm,99 hours,40 rupees ,7 ratings
Lavie Women's Herrington Tote Bag | Ladies Purse Handbag,Cocoblu Retail,1299 rupees ,4.0 out of 5,450 g,43x14x29 cm,75 hours,40 rupees ,81 ratings
Fastrack Printed White Large Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,1206 rupees ,3.9 out of 5,200 g,51x15x35 cm,123 hours,40 rupees ,3 ratings
Taylor's Version Aesthetic Tote Bag for Men and Women | Shoulder Handbags for Travelling & Daily Use,The Korhean Store,269 rupees ,4.1 out of 5,380 g,38x33x9 cm,75 hours,40 rupees ,35 ratings
MyOrganicBag- Handmade Personalized Initial Monogrammed Canvas/Jute Tote Bag- Great Gifting Bag (American Style - Open Top-No Zip)- Made in India,mymagicmood.shop,299 rupees ,3.9 out of 5,290 g,432x173x30 cm,51 hours,79 rupees ,547 ratings
Mammon women's Extra Large 3 Compartment Tote Hand Bag (3C-Tote),Cocoblu Retail,459 rupees ,3.6 out of 5,530 g,35x12x28 cm,147 hours,40 rupees ,232 ratings
Clapcart Canvas Tote Bag Set of 2 for Women | Printed Multipurpose PolyCotton Bags | Cute Hand Bag for Girls (Bookworms-belongings and Flower),Clapcart,305 rupees ,4.2 out of 5,260 g,38x33x9 cm,15 hours,119 rupees ,593 ratings
Clapcart Zipper Tote Bag for Women | Printed Multipurpose Poly-Cotton Bags | Cute Hand Bag With Zip for Girls (Flower Print),Clapcart,265 rupees ,4.1 out of 5,150 g,38x33x9 cm,75 hours,40 rupees ,4 ratings
"Ecoright Canvas Tote Bag with Zip & Inner Pocket, Cotton Tote Bags for Women, Big Bags for Women Shopping, Travel, Office",EcoRight,799 rupees ,5.0 out of 5,350 g,5354x3683x127 cm,51 hours,79 rupees ,4 ratings
ZOUK Vegan Leather Jute Handcrafted Magnetic Sling Bag for Womens Girls Ladies,Cocoblu Retail,1152 rupees ,4.1 out of 5,600 g,40x30x10 cm,99 hours,40 rupees ,3 ratings
Planet Earth 100% Cotton Canvas Tote/Grocery/Shopping/Office/Stylish/Shoulder bags for Women with Inner Pockets & Zipper Reusable & Washable Printed Designer Eco-Friendly Multipurpose Bags,'Planet Earth',444 rupees ,4.5 out of 5,310 g,3556x1016x381 cm,51 hours,79 rupees ,513 ratings
"THEPRINTSHINE Black Customize Tote Bag with Image and Text For Shopping with Handles, Eco Friendly, Reusable, Grocery etc.",THEPRINTSHINE,249 rupees ,5.0 out of 5,380 g,38x33x9 cm,51 hours,79 rupees ,45 ratings
"UpTown Folks Poppies Tote Bag, Claude Monet Canvas Tote Bag, zipper & a pocket, women & girls,",UpTown Folks,389 rupees ,4.7 out of 5,240 g,158x8x158 cm,51 hours,79 rupees ,15 ratings
Clapcart Black Canvas Tote Bag for Women | Printed Multipurpose Cotton Bags | Cute Hand Bag for Girls (Emotional Baggage Print),Clapcart,255 rupees ,5.0 out of 5,150 g,38x33x9 cm,51 hours,79 rupees ,2 ratings
Bagsy Malone Women's Vegan Leather Stylish Tote Bag | Pack of 5 | Ladies Purse Handbag | Womens Day Gift,Cocoblu Retail,509 rupees ,3.7 out of 5,450 g,33x8x28 cm,75 hours,40 rupees ,"10,132 ratings"
Fastrack Black Patent Party Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,993 rupees ,4.5 out of 5,200 g,41x10x30 cm,75 hours,40 rupees ,18 ratings
Fastrack Printed White Large Tote Bag for Women,PRIMESPOT RETAIL PRIVATE LIMITED,1206 rupees ,3.9 out of 5,200 g,51x15x35 cm,51 hours,79 rupees ,"2,256 ratings"
"JUTEKA Canvas Tote Bag for Women with Zip, College Hand Bag for Girls, Reusable Shopping Bag (100% Organic Cotton) Tote Bag for Shopping, Travel & Beach",Jindal & Co,299 rupees ,4.1 out of 5,380 g,38x33x9 cm,75 hours,40 rupees ,272 ratings
Lavie Women's Betula Tote Bag | Ladies Purse Handbag,Cocoblu Retail,899 rupees ,4.1 out of 5,800 g,31x295x115 cm,51 hours,79 rupees ,"6,631 ratings"
"JUTEKA quote printed Jute Bag for Lunch, Office, Grocery, Picnic, Tiffin, Shopping Hand Bag with padded cotton handles…",Jindal & Co,289 rupees ,4.2 out of 5,200 g,38x15x30 cm,51 hours,79 rupees ,485 ratings
INOVERA Faux Leather Women Handbags Shoulder Satchel Tote Bag Purse with Top Handle (Black),Opus_Retail,1299 rupees ,4.6 out of 5,630 g,325x12x29 cm,70 hours,79 rupees ,181 ratings
"FURNISHYA Tote Bag Print 16x14 (40x35 cm) | Women Bag for College, Shopping, Travel, Work & Daily Use | Strong Polyester Bag with Extra Strong 14"" Handle Holds 15 Kgs",FURNISHYA,229 rupees ,3.2 out of 5,105 g,40x35x03 cm,75 hours,40 rupees ,105 ratings
ZOUK Women's Handcrafted Ikat Side Tote Bag and Handbag for Office and College,Cocoblu Retail,1126 rupees ,3.6 out of 5,600 g,483x305x356 cm,75 hours,40 rupees ,123 ratings
"The Purple Tree Fatty Tote Bag For Women, Women Fatty Tote Bag, Handbag, Women Handbag, Women Bag, Handbag for Women, Women's Tote, Gift For Women G",The Purple Tree,799 rupees ,4.0 out of 5,200 g,43x12x30 cm,123 hours,40 rupees ,26 ratings
"EDIZ Tote Bags for Women with Zip, College Bag for Girls, Pure Cotton Tote Bag for Shopping, Travel & Beach",MAVD ENTERPRISE,379 rupees ,4.7 out of 5,150 g,2794x762x381 cm,75 hours,40 rupees ,20 ratings
ROSS BROWN Croco Pattern Shoulder Bag for Women | Big Tote Bags for women with Multiple Compartments,ALFA TRADERS AND COMPANY,499 rupees ,3.5 out of 5,700 g,24x22x2 cm,51 hours,79 rupees ,380 ratings
Clapcart Canvas Tote Bag set of 2 for Women | Multipurpose Cotton Bags | Cute Hand Bag for Girls (Black and White),Clapcart,303 rupees ,4.5 out of 5,260 g,38x33x9 cm,75 hours,40 rupees ,38 ratings
"AQVA Women & Men Cotton Tote Bag | Black and White Collection Printed Handbag Shoulder Bag with Zipper and Inner Zip Pocket for Grocery, Shopping, Travel, Work, Beach Lunch",AQVA,599 rupees ,4.3 out of 5,400 g,624x488x195 cm,51 hours,79 rupees ,242 ratings
"Metsi DIY Canvas Tote Bags - Lightweight and Reusable, 2pcs Pack for Customization",PAVAN-ENTERPRISE,389 rupees ,3.3 out of 5,230 g,125x15x3 cm,51 hours,79 rupees ,474 ratings
"Vantagekart Black Cotton Plain Tote Shopping Bags with Zip Extra Strong 13"" Handle, Hold 35 Lbs Heavy Duty, Washable, Eco Friendly Biodegradable Canvas Multipurpose Grocery Bag - Set of 2",RetailEZ Pvt Ltd,634 rupees ,5.0 out of 5,200 g,41x41x1 cm,75 hours,40 rupees ,14 ratings
