title,Vendor,price,rating,weight,dimension,delivery_time,delivery cost,review,vendor_score,best_vendor_rank
Tabelito® Laptop Bag For Men and women Briefcase 15.6 Inch (39.6 cm) Messenger Side Shoulder Travel bags for mens Water Resistant gifts office bag for men,Appario Retail Private Ltd,549,3.9,499 g,‎33x44x9 cm,124,40,66.0,0.6626207987270046,874.0
AirCase Laptop Bag Messenger Bag Sleeve for 33.02 cm (13-Inch)/ 35.56 cm (14 inch) Laptop | 2-Multi Pocket (Black),Appario Retail Private Ltd,599,3.7,620 g,‎16x30x45 cm,52,79,335.0,0.684096202365183,631.0
"AirCase Office Sling Messenger Bag fits Upto 15.6"" Laptop/MacBook, Detachable Shoulder Strap, Waterproof, Shockproof, Spacious Pockets for Office/Travel",Appario Retail Private Ltd,799,3.5,650 g,‎46x36x6 cm,52,79,100.0,0.6191865238627255,1322.0
Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,Impulse Travel Gears Private limited,359,3.4,400 g,‎16x30x45 cm,52,79,66.0,0.6003042755504787,1459.0
"Walkent Stylish 15.6"" Large Laptop Bag | Premium Leather | Flap & Zipper Closure | Waterproof | USB | Side Pockets |For Men, Women, Office, College - Ritzy (28 Ltr, 1 Main Compartment)",Appario Retail Private Ltd,2790,4.3,620 g,‎16x30x45 cm,52,79,66.0,0.6127493166345208,1375.0
Half Moon Spectre School Bags for Boys | 15.6-inch Laptop Bag for Men Women | Office/College/Travel Backpack with Internal Organiser & Padded Laptop Compartment,Half_Moon,514,3.9,600 g,‎21x33x48 cm,52,79,66.0,0.6287612814608147,1223.0
"KLIFFOO Anti-Theft Hard Shell Laptop Backpack for Men and Women 15 Inch, Business Travel Laptop Bag with USB Port and Password Lock,Waterproof Fabric & Zipper, Stylish Laptop Bag for Office College",Kliffoo,1299,4.0,650 g,‎30x10x45 cm,52,79,66.0,0.6208661178454189,1310.0
Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),Scion-Ex,1399,4.3,385 g,‎30x14.5x46 cm,52,79,18.0,0.6413448196118433,1078.0
TRUE HUMAN EMPEROR® Anti-Theft Bagkpack With USB Charging Port Laptop bag/Office bag/College bag/Travel bag with Anti -Theft back pocket (LEGEND),Rama luxury store,799,3.8,620 g,‎5x13x17 cm,52,79,91.0,0.6360673649842208,1143.0
TRUE HUMAN® Anti-Theft backpack with USB charging port and combination Number lock Laptop bag/office bag/travel bag for men and women,Rama luxury store,697,3.9,620 g,‎43x30x12 cm,76,40,66.0,0.6863275662279195,604.0
Skybags NEXUS LAPTOP BACKPACK (E) BLACK,RetailEZ Pvt Ltd,1036,3.1,740 g,‎18x33x47 cm,52,79,66.0,0.5693551981394941,1558.0
Gear Elevate Faux Leather 20L Water Resistant Anti-Theft Backpack/Laptop Bag/Office Bag with RainCover for Men/Women (Navy-Mint),RetailEZ Pvt Ltd,1995,4.3,750 g,‎13.5x30x44 cm,52,79,66.0,0.6270746734169916,1241.0
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),RetailEZ Pvt Ltd,1545,4.3,950 g,‎33x26x53 cm,52,79,80.0,0.6515904272022457,974.0
"Dyazo Unisex Sleek Light Laptop Notebook Shoulder Briefcase Bag for 11 Inch to 15.6 Inches Laptops Compatible for MacBook, Ultrabook, Dell, Lenovo, Compaq, Hp Computers and Other Laptops (Blue)",Appario Retail Private Ltd,499,3.8,620 g,‎16x30x45 cm,52,79,66.0,0.6227815712114273,1293.0
"F Gear Blackhawk Unisex 40L, Premium Business Office Travel Stylish Laptop Backpack with USB Charging Port & 180-degree open, Multi-function|Fits up to 18-inch Laptop|Made In India |1 year warranty",RetailEZ Pvt Ltd,1192,4.3,920 g,‎25x32x52 cm,52,79,66.0,0.6415441847331225,1074.0
"KLIFFOO Anti-Theft Hard Shell Laptop Backpack for Men and Women 15 Inch, Business Travel Laptop Bag with USB Port and Password Lock,Waterproof Fabric & Zipper, Stylish Laptop Bag for Office College",Kliffoo,1299,4.0,620 g,‎16x30x45 cm,52,79,66.0,0.6208661178454189,1310.0
Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),Scion-Ex,1399,4.3,385 g,‎30x14.5x46 cm,52,79,68.0,0.6517290356035359,969.0
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),RetailEZ Pvt Ltd,1545,4.3,950 g,‎33x26x53 cm,52,79,66.0,0.6351833659353714,1153.0
"Artistix Alpine Business Class Series Medium Size Anti Theft Laptop Backpack (32 Litre, 15.6 Inch) (Black)",Artistix -INDIA,1675,4.4,620 g,‎16x30x45 cm,52,79,17.0,0.6424138038807367,1062.0
Gear Elevate Faux Leather 20L Water Resistant Anti-Theft Backpack/Laptop Bag/Office Bag with RainCover for Men/Women (Navy-Mint),RetailEZ Pvt Ltd,1995,4.3,750 g,‎13.5x30x44 cm,52,79,66.0,0.6270746734169916,1241.0
"Tabelito Nylon, Pearl Cotton Hybrid Laptop Bag Sleeve Case Cover Pouch for laptops (Grey, 15.6 Inches/39.6Cm)",Appario Retail Private Ltd,299,4.1,620 g,‎16x30x45 cm,52,79,49.0,0.6551042819049543,939.0
TRUE HUMAN EMPEROR® Anti-Theft Bagkpack With USB Charging Port Laptop bag/Office bag/College bag/Travel bag with Anti -Theft back pocket (LEGEND),Rama luxury store,689,3.8,620 g,‎5x13x17 cm,52,79,350.0,0.6918397286590148,544.0
TRUE HUMAN® Anti-Theft backpack with USB charging port and combination Number lock Laptop bag/office bag/travel bag for men and women,Rama luxury store,649,3.9,620 g,‎43x30x12 cm,52,79,91.0,0.6450202624903475,1030.0
Skybags NEXUS LAPTOP BACKPACK (E) BLACK,RetailEZ Pvt Ltd,1036,3.1,740 g,‎18x33x47 cm,76,40,71.0,0.644756920252443,1035.0
FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Multi Colour Oxford Fabric),Fatmug Designs,1699,4.4,900 g,‎14x42x32 cm,52,79,66.0,0.6386583911624147,1112.0
"Alifiya Polyester Laptop Sleeve Cover Bag 15.6 inch for MacBook/Lenovo/Dell/Surface Pro/Asus/HP/Acer (Grey_L22, 180 Degree Opening)",Appario Retail Private Ltd,357,4.3,620 g,‎16x30x45 cm,52,79,292.0,0.7170264512555449,330.0
"Amazon Basics Port 15.6-Inch Laptop Bag/Office/College Backpack for 15.6 inch laptop(21 L, Black)",Appario Retail Private Ltd,399,4.2,620 g,‎16x30x45 cm,100,40,893.0,0.8825149227117407,7.0
"Dyazo Unisex Sleek Light Laptop Notebook Shoulder Briefcase Bag for 11 Inch to 15.6 Inches Laptops Compatible for MacBook, Ultrabook, Dell, Lenovo, Compaq, Hp Computers and Other Laptops (Blue)",Appario Retail Private Ltd,499,3.8,620 g,‎16x30x45 cm,52,79,763.0,0.7810370229248229,108.0
AFPIN - Laptop Sleeve | Reversible - Laptop Sleeve 15.6 inch |(Black + Red) for Men & Women- Laptop Bag | Laptop case for 15.6 inches,OmniTail_India,199,4.0,620 g,‎16x30x45 cm,52,79,444.0,0.7326915199100771,261.0
"Gizga Essentials laptopsss Bag Sleeve Case Cover Pouch with Handle for 14.1 Inch laptopss for Men & Women, Padded laptopss Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",Appario Retail Private Ltd,269,4.1,620 g,‎16x30x45 cm,51,79,497.0,0.7492368872411961,201.0
HARISSONS Volt 15.6 Inch Office Laptop Backpack for Men and Women | 24L Laptop Backpack with External USB Gate & Padded Backstraps | Office Bag with Slip Through Trolley Handle & Laptop Cradle,Harissons Bags,1168,4.1,595 g,‎32x17x44 cm,51,79,54.0,0.6410333678347475,1083.0
Red Lemon Bange Hawkeye Multi Functional Water Proof Anti Theft 15.6 inch Laptop Backpack for Men and Women,UniqueClick,4340,3.8,1210 g,‎30x16x47 cm,75,40,5.0,0.6158133832912447,1359.0
Dyazo 13.3 inch Laptop Bag Sleeve Sleeve Bag Cover for 13 inch Apple Mac Book Air Pro Retina 13 13.3 inch MacBook 13.3 inch and All Other laptops & Notebooks with Front Packet and Handle (Grey),Appario Retail Private Ltd,249,4.3,620 g,‎16x30x45 cm,51,79,341.0,0.7296985196812653,275.0
"AirCase Office Messenger Sling Bag fits Upto 14.1"" Laptop/MacBook, Detachable Shoulder Strap, Water Resistant, Shockproof, Carry Handle with Spacious Pockets, for Men & Women, Black",Appario Retail Private Ltd,699,3.8,620 g,‎16x30x45 cm,75,40,32.0,0.6870291920588044,597.0
Bennett Khadi and Polyester Drax Laptop Bag Sleeve Case Cover Pouch for 15/15.6 inches Laptop Apple/Dell/Lenovo/ASUS/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Idea Pad/Surfacepro for Laptops (Blue),Appario Retail Private Ltd,299,4.1,620 g,‎16x30x45 cm,75,40,9.0,0.7082101793856299,387.0
FUR JADEN Brown Leatherette Anti Theft Casual Laptop Backpack with 15.6 Inch Laptop Pocket,RetailEZ Pvt Ltd,1799,4.2,620 g,‎16x30x45 cm,51,79,12.0,0.6271904375592867,1239.0
"Half Moon Stride Backpacks for Women, 14 inch, Stylish and Trendy Casual College Backpacks for Girls, Water Resistant and Lightweight Bag for Office and Travelling",Half_Moon,699,4.1,460 g,‎12x22x40 cm,51,79,127.0,0.6646453827184411,849.0
"Red Lemon Arctic Hunter Laptop Backpack with USB Charging for 15.6 Inch Laptop, Business Travel Bag with Luggage Strap, Water Resistant Backpack Casual Travel Backpack for Men & Woman",UniqueClick,2527,4.2,890 g,‎31x16x46 cm,51,79,216.0,0.656439976242325,933.0
Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),ALBERTO INFOTECH,1199,4.4,620 g,‎16x30x45 cm,147,40,263.0,0.7239341720262294,299.0
"Dyazo Laptop Sleeve 15.6 inches, Durable Shockproof Neoprene Case Cover Carrying Bag Case with Pockets Compatible for HP/Crome Book/ASUS & Other Laptops, Notebook, Black (ONE Pocket 15.6 Black)",Appario Retail Private Ltd,379,4.2,620 g,‎16x30x45 cm,51,79,13.0,0.6529855516037852,958.0
"HARISSONS Sirius 45 Ltrs Executive Laptop Backpack for Men & Women, Compatible upto 15.6 Inch | Built-in Waterproof Raincover, USB & Headphone Charging Connector & Free Laptop Charger Pouch",Harissons Bags,3399,4.4,620 g,‎16x30x45 cm,99,40,308.0,0.7200110960358562,315.0
BANGE Water Resistant Anti-Theft Unisex Travel Laptop Backpack with USB Charging Port,UniqueClick,4499,4.2,900 g,‎8x29x39 cm,51,79,66.0,0.576253754930836,1541.0
ADISA Light Weight Laptop Backpack 32 Ltrs,Appario Retail Private Ltd,499,4.0,430 g,‎31x25x46 cm,51,79,21.0,0.6399847081575548,1095.0
"Genie Miami Backpacks for Women, 14 inch, Stylish and Trendy Casual College Backpacks for Girls, Water Resistant and Lightweight Bag for Office and Travelling",RetailEZ Pvt Ltd,699,4.2,350 g,‎14.5x29.5x41.5 cm,51,79,4.0,0.6453502113788773,1027.0
ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,Appario Retail Private Ltd,499,3.9,530 g,‎32x20x47 cm,51,79,26.0,0.6347731297567242,1159.0
"Entity Vyke Vegan Leather Laptop Messenger Office Bag for Men and Women, Fits 14/15.6 Inch Laptops, Ideal for Office, Travel, and Business Bag",Ymir Retail,899,4.4,1180 g,‎43.2x32.79x7.6 cm,51,79,5.0,0.654454032357209,946.0
"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men - Office Bag, Croc Brown - Fits Up to 14/15.6/16 Inch Laptop/MacBook - Laptop Messenger Bags/Leather Bag for Men with Adjustable Shoulder Strap",Hammonds_Flycatcher®,3299,4.3,1240 g,‎40x8x29 cm,51,79,23.0,0.6086959900161933,1401.0
Impulse Diggy 30L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,Impulse Travel Gears Private limited,359,4.0,400 g,‎16x30x45 cm,51,79,66.0,0.6383537260999292,1114.0
"Alifiya Polyester Laptop Sleeve Cover Bag 15.6 inch for MacBook/Lenovo/Dell/Surface Pro/Asus/HP/Acer (Grey_L22, 180 Degree Opening)",Appario Retail Private Ltd,259,4.3,620 g,‎16x30x45 cm,51,79,53.0,0.6697052424020405,786.0
Skybags FORGE LAPTOP BACKPACK (E) BLACK,RetailEZ Pvt Ltd,740,4.5,630 g,‎14x29x46 cm,51,79,464.0,0.7588962065174415,171.0
"American Tourister RON Large Laptop Backpack Travel bag, 28 Ltrs Durable bags for mens, College School Computer Backpack Gift for Men Women Boys Girls Kids, Black, with Rain Cover",RetailEZ Pvt Ltd,3214,4.1,780 g,‎23x31x46 cm,75,40,373.0,0.7312809636027593,270.0
"Red Lemon Arctic Hunter Laptop Backpack with USB Charging for 15.6 Inch Laptop, Business Travel Bag with Luggage Strap, Water Resistant Backpack Casual Travel Backpack for Men & Woman",UniqueClick,2527,4.2,890 g,‎31x16x46 cm,51,79,63.0,0.6246642753077456,1267.0
TOOBA Women's Handcrafted Beautiful Bling Box Clutch Bag,Tooba handicraft,699,3.4,350 g,18x6x12 cm,51,79,12.0,0.5970116859375482,1485.0
TOOBA Women's Handicraft Beautiful Bling Box Clutch Bag,Tooba handicraft,345,3.9,300 g,17x6x11 cm,51,79,138.0,0.6608087483510723,893.0
Lavie Women's Gilter Envelope Clutch Gold Metallic Ladies Purse Handbag,Cocoblu Retail,699,4.0,100 g,85x35x115 cm,51,79,480.0,0.7317079476197911,264.0
Lavie Women's Oval Frame Clutch | Detachable Chain Sling Strap | Ladies Purse Wallet,Cocoblu Retail,699,4.3,100 g,85x35x115 cm,51,79,66.0,0.6509771584193758,983.0
Lavie Women's Bow Frame Clutch Bags | Detachable Chain Sling Strap | Ladies Purse Wallet,Cocoblu Retail,699,4.3,300 g,17x6x11 cm,51,79,485.0,0.7514963692189605,192.0
AILTINO Women's Oval Frame Clutch | Detachable Sling Chain | Ladies Party Wedding Purse Bag,Digrwal,349,4.0,300 g,18x11x6 cm,51,79,535.0,0.7494373460582817,199.0
Lavie Women's Oval Frame Clutch | Detachable Chain Sling Strap | Ladies Purse Wallet,Cocoblu Retail,729,4.3,100 g,85x35x115 cm,51,79,11.0,0.6525134221164889,960.0
Fashion OVERSEAS women beaded designer clutch purse,Fashion Overseas,499,4.4,250 g,25x15x3 cm,75,40,893.0,0.9069492547772536,1.0
ADISA Beaded formal party clutch with gold chain for women and girls,Cocoblu Retail,697,3.4,300 g,2032x508x1207 cm,51,79,55.0,0.6059781503238189,1418.0
ADISA Women Girls Clutch Bag Purse Handbag Wedding Bridal,Cocoblu Retail,498,4.1,320 g,2794x508x1651 cm,51,79,425.0,0.7301571926871387,273.0
NORVE PU Embroided Stylish Fancy Women's Stones Evening Gold Chain Strap Party Clutch Wedding Bag Wallet,KWALITY BAG,499,3.8,460 g,1778x508x1016 cm,51,79,362.0,0.6983050612208986,481.0
"Nicoberry women,s Party clutche weding purs dulhan bag",Nicoberry,990,5.0,300 g,17x6x11 cm,123,40,794.0,0.8886673962366881,5.0
TOOBA Women's Handcrafted Beautiful Bling Box Clutch Bag,Tooba handicraft,899,4.5,350 g,18x6x12 cm,70,79,22.0,0.6537951053548241,952.0
"Shanvi Handicraft Women's Small Cutest Vintage Style Pearl Tote Wrist Bag Evening Clutch Purse, White",Shanvi handicraft,1249,4.1,300 g,17x6x11 cm,70,79,40.0,0.6262266622642048,1254.0
Lavie Women's Tiana Embellished Potli | Ladies Purse Handbag,Cocoblu Retail,549,4.2,200 g,19x8x17 cm,46,99,1.0,0.6122026251284511,1379.0
EXOTIC Women Clutch,UBIQUITOUSEXOTIC®,849,4.2,440 g,21x3x13 cm,46,99,636.0,0.7386763732106945,235.0
DOSYSO Rhinestone Bucket Bag Mini Evening Pearl Handle Handbags Clutch For Women Drawstring Crossbody Sling Bags with Chain Strap Stylish Potli Bags Ladies Purse for Party Wedding Bling Bags,DOSYSO CREATIONS,749,4.4,370 g,245x18x42 cm,46,99,225.0,0.6676200494297321,815.0
INOVERA (LABEL) Inovera Girls Utility Cross-Body Shoulder Sling Bag Clutch Purse With Adjustable Chain Strap,Opus_Retail,989,4.3,630 g,297x171x135 cm,94,40,42.0,0.7046908729724044,420.0
"Tooba Women Handicraft Beautiful Metallic Acrylic Box Clutch Bag Purse For Bridal, Casual, Party, Wedding (Both Sides Exactly Same) (Gold).",Tooba handicraft,799,4.3,390 g,17x6x11 cm,46,99,6.0,0.6149862175507428,1365.0
TOOBA Women's Handcrafted Beautiful Bling Box Clutch Bag,Tooba handicraft,799,3.7,350 g,18x6x12 cm,46,99,35.0,0.5835090628259246,1528.0
TOOBA Women's Handcrafted Beautiful Bling Box Clutch Bag,Tooba handicraft,899,4.4,350 g,18x6x12 cm,46,99,158.0,0.6510023024947375,982.0
ADISA bow formal party clutch with gold chain for women and girls,Cocoblu Retail,598,4.0,300 g,1905x445x1143 cm,46,99,17.0,0.6021426277271249,1448.0
ADISA textured formal party clutch with gold chain for women and girls (CL104-GOL),Cocoblu Retail,598,4.1,300 g,17x6x11 cm,46,99,763.0,0.7633251303231788,154.0
MaFs Shoulder Bag for Women Stylish Ladies Sling Bag Purse,MaFs,499,3.6,200 g,2286x1524x762 cm,94,40,7.0,0.6625013869648996,875.0
Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,Cocoblu Retail,1399,4.2,800 g,275x9x195 cm,70,79,66.0,0.6216740762845581,1301.0
Crossbody Sling Bag With Pack of Combo Coin Pouch For Women Detachable Broad Belt Stylish Evening Clutch Handbags Girls Latest Ladies Purse For Party Wedding Wide Shoulder Strap Side Square Bling Bag,DOSYSO CREATIONS,799,4.4,400 g,238x203x88 cm,94,40,40.0,0.7139491745071637,353.0
INOVERA (LABEL) Women Floral Evening Clutch Ladies Party Wedding Purse Bag,Opus_Retail,749,4.2,430 g,20x4x12 cm,46,99,75.0,0.6239674014546541,1276.0
INOVERA (LABEL) Women's Glitter Floral Rhinestone Beaded Evening Party Clutch Wedding Bag Wallet,Opus_Retail,769,4.0,460 g,20x5x115 cm,70,79,115.0,0.6442022582713488,1042.0
DOSYSO Evening Clutch Handbags for Women trendy Latest Girls Sparkling Chain Crossbody sling Bag Ladies Purse Wallet for Party Wedding Rhinestone Bling Bag handheld bags for women small size,DOSYSO CREATIONS,699,4.2,320 g,202x188x92 cm,142,40,19.0,0.6725161090877775,758.0
NORVE PU Elegant Designer Wedding Party Classy Trendy Gold Chain Strap Crossbody Clutch For Women,KWALITY BAG,449,4.4,300 g,17x6x11 cm,46,99,666.0,0.7646146294887142,152.0
"AILTINO Handicraft Beautiful Bling Box womens Clutch Bag Purse For Bridal, Casual, Party, Wedding",Digrwal,349,3.9,300 g,18x6x11 cm,118,40,244.0,0.7199886550848362,316.0
Shakuntala Textiles Bridal Women's Antique Brass Purse Ethnic Handmade Metal Clutch Bag,SHAKUNTALA TEXTILES,629,4.0,450 g,18x6x14 cm,118,40,32.0,0.6771641706019565,706.0
Fostelo Women's Style Diva Faux Leather Handbag (Large),FOSTELO,569,3.8,300 g,17x6x11 cm,118,40,714.0,0.8073860357310945,55.0
ADISA Women's & Girls Clutch,Cocoblu Retail,498,3.8,340 g,2731x635x2032 cm,46,99,42.0,0.5966366673937222,1489.0
Lavie Women's Framed Foldover Clutch | Detachable Chain Sling Strap | Ladies Purse Wallet,Cocoblu Retail,449,3.9,300 g,26x55x11 cm,46,99,497.0,0.6982659794367931,482.0
Lavie Women's Charmy Clutch,Cocoblu Retail,699,3.5,400 g,205x35x125 cm,214,40,72.0,0.600212938478532,1461.0
Lavie Women's Oval Frame Clutch | Detachable Chain Sling Strap | Ladies Purse Wallet,Cocoblu Retail,729,4.3,100 g,85x35x115 cm,118,40,66.0,0.687674025016356,587.0
INOVERA Girls Transparent Evening Hand Clutch Women Party Wedding Purse Bag with Chain Strap,Opus_Retail,579,4.3,410 g,18x55x105 cm,142,40,119.0,0.7016968590760639,450.0
INOVERA (LABEL) Women's Floral Evening Clutch Ladies Party Wedding Round Purse Bag (Rose Gold),Opus_Retail,749,4.1,420 g,155x55x15 cm,46,99,188.0,0.6411857295958795,1081.0
Lavie Women's Glitz Frame Clutch Bags | Detachable Chain Sling Strap | Ladies Purse Wallet,Cocoblu Retail,719,3.9,300 g,85x35x115 cm,70,79,10.0,0.6170463705241698,1341.0
Mammon women's evening clutch,Cocoblu Retail,369,4.0,250 g,1778x1016x1016 cm,70,79,24.0,0.6325107118494724,1184.0
SPOTIC Synthetic Leather Elegant Classy Gold Chain Strap Trendy Travel Top Handle Handheld Hobo Unique Design Shoulder Slingbag For Women,ROLEXO,499,4.3,300 g,17x6x11 cm,118,40,36.0,0.6990874190532681,468.0
Dixon COTTON Stylish Fancy Elegant Shoulder Chain Strap Crossbody Slingbag For Women,DIXON BAG,599,4.1,300 g,22x3x18 cm,46,99,444.0,0.6970558129794724,498.0
Ada Fashion Modish Sling Bag Stylish Trending Cross Body Latest Handbag For Women/Girls,Ada _Fashions,698,4.1,300 g,22x9x14 cm,46,99,55.0,0.6144827002100602,1371.0
"Newphoria P15 Black Purse Women Fashion Stylish Handbags, Banquet Clutch for Girls",ACCENTSBAZAR,1549,1.0,240 g,195x169x113 cm,46,99,646.0,0.5281396947137756,1583.0
"VRITRAZ Sparkling Fancy Clutches, Evening Bridal Wedding Party Clutch Purse for Women Glitter",eshop19,599,3.7,170 g,261x117x53 cm,46,99,4.0,0.5806747122525774,1534.0
INOVERA (LABEL) Women's Floral Evening Clutch Ladies Party Wedding Purse Bag (Rose Gold),Opus_Retail,749,4.2,410 g,20x5x105 cm,166,40,5.0,0.6555207495879148,936.0
EXOTIC starelipse Bridal clutch,UBIQUITOUSEXOTIC®,899,4.3,440 g,22x6x12 cm,46,99,142.0,0.6414293533773958,1076.0
ADISA Constellation formal party clutch with gold chain for women and girls,Cocoblu Retail,598,4.0,300 g,2032x508x1207 cm,46,99,56.0,0.6102423162006452,1389.0
SABYANSHI women party clutches,Ask creations,1699,3.9,450 g,186x8x28 cm,70,79,66.0,0.5975182812723049,1480.0
TOOBA Women Clutch Bag Purse,Tooba handicraft,681,3.7,300 g,17x6x11 cm,70,79,75.0,0.6187305853482556,1327.0
Trend Overseas Antique Indian art Handmade Stone mosaic metal bag Women/Girls Bridal metal clutch party sling bag,Trend Overseas,999,3.8,300 g,17x6x11 cm,94,40,66.0,0.6647456226921413,848.0
Lavie Women's Bow Frame Clutch Bags | Detachable Chain Sling Strap | Ladies Purse Wallet,Cocoblu Retail,729,4.3,100 g,85x35x115 cm,286,40,66.0,0.5953663327086637,1494.0
DOSYSO Rhinestone Crossbody sling Bag with Chain strap side Bag Evening Clutch Pearl Handle Designer Handbags for Women Stylish Latest Girls Glitter Ladies Purse for Party Wedding,DOSYSO CREATIONS,749,5.0,350 g,18x6x13 cm,94,40,35.0,0.7513117187433699,195.0
ADISA women girls laser cut crossbody sling bag with gold chain,Cocoblu Retail,399,4.1,360 g,1803x762x1397 cm,70,79,358.0,0.7075866951727537,394.0
Lavie Women's Shimmer Oval Frame Clutch | Ladies Purse Handbag,Cocoblu Retail,699,4.0,350 g,20x5x11 cm,94,40,8.0,0.6841052079432314,630.0
Peora Clutch Purses for Women Wedding Handmade Evening Handbags Party Bridal Clutch,M.K.ENT.,1249,3.8,185 g,24x15x155 cm,70,79,52.0,0.609968874102211,1391.0
DUCHESS Women's Clutches,DUCHESS,799,4.4,245 g,1778x508x1016 cm,94,40,17.0,0.709172435150985,381.0
NORVE PU Clutch Purses for Women Wedding Handmade Evening Sidebags Party Bridal Clutch,KWALITY BAG,490,3.9,450 g,1778x508x1016 cm,94,40,6.0,0.6812058764954334,662.0
Kuber Industries Women's Utility (Maroon),ETrade Online,342,3.6,300 g,17x6x11 cm,70,79,35.0,0.6102817609187475,1388.0
Lavie Tinkle Framed,LAVIE*,729,3.9,300 g,20x3x12 cm,70,79,9.0,0.6166584930372608,1349.0
TOOBA Women's Handcrafted Beautiful Bling Box Clutch Bag,Tooba handicraft,495,4.1,350 g,18x6x12 cm,70,79,631.0,0.7625546600834745,159.0
ADISA CL005 formal women girls clutch,Cocoblu Retail,498,4.0,250 g,298x32x178 cm,70,79,34.0,0.6322630631925421,1186.0
EXOTIC starelipse Bridal clutch,UBIQUITOUSEXOTIC®,899,4.3,440 g,22x6x12 cm,46,99,97.0,0.6320835589848725,1189.0
Lavie Women's Oval Frame Clutch | Detachable Chain Sling Strap | Ladies Purse Wallet,Cocoblu Retail,729,4.3,100 g,85x35x115 cm,118,40,66.0,0.687674025016356,587.0
TOOBA Classy Party Girl's Clutch (White),Tooba handicraft,599,3.6,200 g,17x6x11 cm,46,99,7.0,0.5750477652120788,1549.0
ADISA women girls party crossbody sling bag with gold chain,Cocoblu Retail,498,4.0,350 g,2159x889x1651 cm,46,99,207.0,0.643404580166308,1049.0
Duchess Women's Hand Embroidered Clutches,DUCHESS,1099,4.2,300 g,17x6x11 cm,94,40,18.0,0.6914743244585658,550.0
Lavie Women's Amara Round Potli | Ladies Purse Handbag,Cocoblu Retail,349,3.8,200 g,22x1x23 cm,94,40,178.0,0.713218303162615,356.0
Lavie Women's Vertical Cheer Frame Clutch,Cocoblu Retail,749,4.3,400 g,20x5x115 cm,46,99,533.0,0.7253368199385587,294.0
"JAMBHALA Women Evening Clutch Bag Satin Purses with Detachable Strap for Wedding, Party, Prom",Jambhala,1390,3.7,270 g,208x14x8 cm,70,79,545.0,0.7035665201245414,431.0
Ada Fashion Modish Sling Bag Stylish Trending Cross Body Latest Handbag For Women/Girls,Ada _Fashions,597,4.1,300 g,22x9x14 cm,70,79,89.0,0.6481517884293604,1005.0
AILTINO Women's Oval Frame Clutch | Detachable Sling Chain | Ladies Party Wedding Purse Bag,Digrwal,349,3.9,300 g,18x12x6 cm,46,99,35.0,0.6041177553443042,1432.0
AILTINO Women's Oval Frame Clutch | Detachable Sling Chain | Ladies Party Wedding Purse Bag,Digrwal,349,4.0,300 g,18x11x6 cm,70,79,241.0,0.6779385955875685,696.0
"Kuber Industries Women's Polyester Embroidered Potli Bag, Maroon (CTKTC04387)",ETrade Online,699,3.2,300 g,17x6x11 cm,70,79,4.0,0.5724106509393169,1552.0
Oh-Teri Women's Handbag,Delmah Enterprises.,499,3.5,200 g,30x10x15 cm,70,79,677.0,0.7345360615290017,250.0
"GM CREATIONS Women & Girl Latest Trendy Wedding Event, Evening Party Hand carry Purse Bride Party Clutch Bag stylish Elegant Party Hand Clutch Bag",GM PRODUCT,439,4.3,290 g,28x4x14 cm,214,40,50.0,0.6503289057861399,986.0
ADISA Studded formal party clutch with gold chain for women and girls,Cocoblu Retail,698,4.7,300 g,2032x508x1207 cm,70,79,25.0,0.6705400409725354,772.0
Craft Trade Clutch Bags for Women Rajasthani Jaipuri Embroidered Mirror Work Ethnic Hand Bags and Clutches for Ladies Purse for Girls - 13x25 Cms,CRAFT TRADE,249,3.6,160 g,25x2x13 cm,46,99,33.0,0.5867543183753876,1521.0
EXOTIC Party bags,UBIQUITOUSEXOTIC®,799,4.2,385 g,20x45x14 cm,70,79,117.0,0.6565770474097912,931.0
Fostelo Women's Nightingale Faux Leather Handbag (Large),FOSTELO,569,4.0,560 g,2032x2794x254 cm,46,99,443.0,0.6911387081608639,554.0
"LA REAT Women's Knot Design Evening Frame Clutch, Purse, Bridal Wedding Clutch Bag, Handbags Purses, Party Clutches",LA REAT,868,4.4,310 g,19x7x12 cm,70,79,3.0,0.6441577020959137,1043.0
